# rx_stall wheel=2 t=40492 SR=0x0014 CR3=0x00C1 NDTR=76 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=41100 SR=0x00D4 CR3=0x0041 NDTR=137 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=45199 SR=0x00D4 CR3=0x0041 NDTR=69 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=48725 SR=0x0014 CR3=0x00C1 NDTR=656 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=48898 SR=0x00D4 CR3=0x0041 NDTR=412 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=50093 SR=0x00D4 CR3=0x0041 NDTR=694 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=50513 SR=0x00D4 CR3=0x0041 NDTR=858 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=51498 SR=0x00D4 CR3=0x0041 NDTR=324 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=55641 SR=0x00D4 CR3=0x0041 NDTR=996 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=56035 SR=0x00D4 CR3=0x0041 NDTR=631 EN=1 RxState=0# rx_stall wheel=3 t=50545 SR=0x00D4 CR3=0x0041 NDTR=794 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=51651 SR=0x00D4 CR3=0x0041 NDTR=804 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=52209 SR=0x00D4 CR3=0x0041 NDTR=807 EN=1 RxState=0x22 Err=0x00
Robot Initialize Start
IMU Calibration loaded from flash  GyroBias[dps] X:+0.495 Y:-0.976 Z:-0.551
                      AccelBias[g]  X:-0.0147 Y:-0.0112
Robot Initialize Finish
Rock SPI stall detected (no master clock for 750ms), re-arming
# rx_stall wheel=0 t=1247 SR=0x00D4 CR3=0x0041 NDTR=488 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=1358 SR=0x0014 CR3=0x00C1 NDTR=779 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=2265 SR=0x00D4 CR3=0x0041 NDTR=820 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=2520 SR=0x00D4 CR3=0x0041 NDTR=697 EN=1 RxState=0x22 Err=0x00
t_ms,seg,t0_x100,t1_x100,t2_x100,t3_x100,w0_x100,w1_x100,w2_x100,w3_x100,v0_x100,v1_x100,v2_x100,v3_x100,s,rx
9297,4,2867,-3535,-3535,2867,2512,-3814,-3368,2928,91,-124,-126,91,1111,5
9307,4,2867,-3535,-3535,2867,2695,-3427,-3366,3033,91,-124,-126,91,1111,5
9317,4,2867,-3535,-3535,2867,2934,-3464,-3250,2941,91,-124,-126,91,1111,5
9327,4,2867,-3535,-3535,2867,2967,-3412,-3159,2580,91,-124,-126,91,1111,5
9337,4,2867,-3535,-3535,2867,2980,-3354,-3316,2506,91,-124,-126,91,1111,5
9347,4,2867,-3535,-3535,2867,2974,-3377,-3411,2650,91,-124,-126,91,1111,5
9357,4,2867,-3535,-3535,2867,2720,-3293,-3443,2648,91,-124,-126,91,1111,5
9367,4,2867,-3535,-3535,2867,2874,-3464,-3396,2783,91,-124,-126,91,1111,5
9377,4,2867,-3535,-3535,2867,2959,-3543,-3471,2785,91,-124,-126,91,1111,5
9387,4,2867,-3535,-3535,2867,2901,-3564,-3612,2888,91,-124,-126,91,1111,5
9397,4,2867,-3535,-3535,2867,2868,-3568,-3527,2912,91,-124,-126,91,1111,5
9407,4,2867,-3535,-3535,2867,2990,-3530,-3630,2859,91,-124,-126,91,1111,5
9417,4,2867,-3535,-3535,2867,2910,-3696,-3661,2959,91,-124,-126,91,1111,5
9427,4,2867,-3535,-3535,2867,2966,-3645,-3705,2954,91,-124,-126,91,1111,5
9437,4,2867,-3535,-3535,2867,2807,-3700,-3746,3122,91,-124,-126,91,1111,5
9447,4,2867,-3535,-3535,2867,2826,-3743,-3841,2918,91,-124,-126,91,1111,5
9457,4,2867,-3535,-3535,2867,2842,-3773,-3862,2947,91,-124,-126,91,1111,5
9467,4,2867,-3535,-3535,2867,2818,-3795,-3441,2915,91,-124,-126,91,1111,5
9477,4,2867,-3535,-3535,2867,2622,-3638,-3402,2953,91,-124,-126,91,1111,5
9487,4,2867,-3535,-3535,2867,2843,-3457,-3396,2956,91,-124,-126,91,1111,5
9497,4,2867,-3535,-3535,2867,2818,-3428,-3255,2962,91,-124,-126,91,1111,5
9507,4,2867,-3535,-3535,2867,2859,-3279,-3255,2982,91,-124,-126,91,1111,5
9517,4,2867,-3535,-3535,2867,2426,-3339,-3291,2947,91,-124,-126,91,1111,5
9527,4,2867,-3535,-3535,2867,2688,-3473,-3280,2964,91,-124,-126,91,1111,5
9537,4,2867,-3535,-3535,2867,2887,-3330,-3443,2924,91,-124,-126,91,1111,5
9547,4,2867,-3535,-3535,2867,2876,-3438,-3554,2633,91,-124,-126,91,1111,5
9557,4,2867,-3535,-3535,2867,3001,-3530,-3491,2503,91,-124,-126,91,1111,5
9567,4,2867,-3535,-3535,2867,2970,-3505,-3514,2693,91,-124,-126,91,1111,5
9577,4,2867,-3535,-3535,2867,2960,-3586,-3409,2743,91,-124,-126,91,1111,5
9587,4,2867,-3535,-3535,2867,2906,-3529,-3621,2760,91,-124,-126,91,1111,5
9597,4,2867,-3535,-3535,2867,2795,-3680,-3629,2795,91,-124,-126,91,1111,5
9607,4,2867,-3535,-3535,2867,2850,-3684,-3787,2807,91,-124,-126,91,1111,5
9617,4,2867,-3535,-3535,2867,2909,-3700,-3759,2821,91,-124,-126,91,1111,5
9627,4,2867,-3535,-3535,2867,2948,-3821,-3754,2821,91,-124,-126,91,1111,5
9637,4,2867,-3535,-3535,2867,2953,-3693,-3816,2983,91,-124,-126,91,1111,5
9647,4,2867,-3535,-3535,2867,2980,-3834,-3482,2908,91,-124,-126,91,1111,5
9657,4,2867,-3535,-3535,2867,2835,-3459,-3513,2891,91,-124,-126,91,1111,5
9667,4,2867,-3535,-3535,2867,3067,-3384,-3254,3006,91,-124,-126,91,1111,5
9677,4,2867,-3535,-3535,2867,2789,-3380,-3323,2966,91,-124,-126,91,1111,5
9687,4,2867,-3535,-3535,2867,2725,-3400,-3203,2949,91,-124,-126,91,1111,5
9697,4,2867,-3535,-3535,2867,2742,-3421,-3348,2934,91,-124,-126,91,1111,5
9707,4,2867,-3535,-3535,2867,2698,-3425,-3345,2934,91,-124,-126,91,1111,5
9717,4,2867,-3535,-3535,2867,2789,-3257,-3396,2990,91,-124,-126,91,1111,5
9727,4,2867,-3535,-3535,2867,2801,-3441,-3500,2954,91,-124,-126,91,1111,5
9737,4,2867,-3535,-3535,2867,2368,-3464,-3518,2935,91,-124,-126,91,1111,5
9747,4,2867,-3535,-3535,2867,2556,-3595,-3496,2951,91,-124,-126,91,1111,5
9757,4,2867,-3535,-3535,2867,2789,-3652,-3532,2922,91,-124,-126,91,1111,5
9767,4,2867,-3535,-3535,2867,2901,-3609,-3623,2587,91,-124,-126,91,1111,5
9777,4,2867,-3535,-3535,2867,2947,-3643,-3486,2549,91,-124,-126,91,1111,5
9787,4,2867,-3535,-3535,2867,2926,-3573,-3743,2697,91,-124,-126,91,1111,5
9797,4,2867,-3535,-3535,2867,2972,-3730,-3789,2764,91,-124,-126,91,1111,5
9807,4,2867,-3535,-3535,2867,2895,-3789,-3812,2707,91,-124,-126,91,1111,5
9817,4,2867,-3535,-3535,2867,2934,-3809,-3778,2792,91,-124,-126,91,1111,5
9827,4,2867,-3535,-3535,2867,2968,-3800,-3455,2842,91,-124,-126,91,1111,5
9837,4,2867,-3535,-3535,2867,2895,-3350,-3418,2785,91,-124,-126,91,1111,5
9847,4,2867,-3535,-3535,2867,2930,-3475,-3363,2821,91,-124,-126,91,1111,5
9857,4,2867,-3535,-3535,2867,2983,-3518,-3221,2891,91,-124,-126,91,1111,5
9867,4,2867,-3535,-3535,2867,2984,-3387,-3280,2933,91,-124,-126,91,1111,5
9877,4,2867,-3535,-3535,2867,3009,-3289,-3339,2985,91,-124,-126,91,1111,5
9887,4,2867,-3535,-3535,2867,2895,-3298,-3259,2987,91,-124,-126,91,1111,5
9897,4,2867,-3535,-3535,2867,2748,-3403,-3507,2942,91,-124,-126,91,1111,5
9907,4,2867,-3535,-3535,2867,2690,-3343,-3493,2985,91,-124,-126,91,1111,5
9917,4,2867,-3535,-3535,2867,2657,-3518,-3455,2940,91,-124,-126,91,1111,5
9927,4,2867,-3535,-3535,2867,2691,-3557,-3528,2971,91,-124,-126,91,1111,5
9937,4,2867,-3535,-3535,2867,2899,-3821,-3546,2929,91,-124,-126,91,1111,5
9947,4,2867,-3535,-3535,2867,2837,-3523,-3614,2979,91,-124,-126,91,1111,5
9957,4,2867,-3535,-3535,2867,2487,-3630,-3641,2989,91,-124,-126,91,1111,5
9967,4,2867,-3535,-3535,2867,2518,-3630,-3645,2974,91,-124,-126,91,1111,5
9977,4,2867,-3535,-3535,2867,2738,-3691,-3684,2960,91,-124,-126,91,1111,5
9987,4,2867,-3535,-3535,2867,2798,-3766,-3807,2759,91,-124,-126,91,1111,5
9997,4,2867,-3535,-3535,2867,2938,-3793,-3625,2490,91,-124,-126,91,1111,5
10007,4,2867,-3535,-3535,2867,2933,-3729,-3430,2588,91,-124,-126,91,1111,5
10017,4,2867,-3535,-3535,2867,2992,-3379,-3518,2730,91,-124,-126,91,1111,5
10027,4,2867,-3535,-3535,2867,2950,-3471,-3323,2788,91,-124,-126,91,1111,5
10037,4,2867,-3535,-3535,2867,2901,-3409,-3341,2785,91,-124,-126,91,1111,5
10047,4,2867,-3535,-3535,2867,2892,-3334,-3257,2795,91,-124,-126,91,1111,5
10057,4,2867,-3535,-3535,2867,2843,-3305,-3225,2771,91,-124,-126,91,1111,5
10067,4,2867,-3535,-3535,2867,2880,-3398,-3352,2867,91,-124,-126,91,1111,5
10077,4,2867,-3535,-3535,2867,2870,-3498,-3271,2917,91,-124,-126,91,1111,5
10087,4,2867,-3535,-3535,2867,2959,-3568,-3521,2922,91,-124,-126,91,1111,5
10097,4,2867,-3535,-3535,2867,2835,-3486,-3562,2959,91,-124,-126,91,1111,5
10107,4,2867,-3535,-3535,2867,2938,-3496,-3591,2991,91,-124,-126,91,1111,5
10117,4,2867,-3535,-3535,2867,2888,-3605,-3471,2935,91,-124,-126,91,1111,5
10127,4,2867,-3535,-3535,2867,2864,-3648,-3486,2962,91,-124,-126,91,1111,5
10137,4,2867,-3535,-3535,2867,2720,-3611,-3557,2951,91,-124,-126,91,1111,5
10147,4,2867,-3535,-3535,2867,2785,-3613,-3687,3028,91,-124,-126,91,1111,5
10157,4,2867,-3535,-3535,2867,2734,-3682,-3864,2893,91,-124,-126,91,1111,5
10167,4,2867,-3535,-3535,2867,2649,-3778,-3884,2975,91,-124,-126,91,1111,5
10177,4,2867,-3535,-3535,2867,2812,-3729,-3964,2960,91,-124,-126,91,1111,5
10187,4,2867,-3535,-3535,2867,2510,-3737,-3409,2951,91,-124,-126,91,1111,5
10197,4,2867,-3535,-3535,2867,2639,-3455,-3305,2922,91,-124,-126,91,1111,5
10207,4,2867,-3535,-3535,2867,2864,-3413,-3341,2955,91,-124,-126,91,1111,5
10217,4,2867,-3535,-3535,2867,2897,-3409,-3313,2424,91,-124,-126,91,1111,5
10227,4,2867,-3535,-3535,2867,2976,-3418,-3327,2620,91,-124,-126,91,1111,5
10237,4,2867,-3535,-3535,2867,2900,-3325,-3221,2660,91,-124,-126,91,1111,5
10247,4,2867,-3535,-3535,2867,3005,-3420,-3271,2706,91,-124,-126,91,1111,5
10257,4,2867,-3535,-3535,2867,2883,-3484,-3321,2756,91,-124,-126,91,1111,5
10267,4,2867,-3535,-3535,2867,2872,-3414,-3520,2812,91,-124,-126,91,1111,5
10277,4,2867,-3535,-3535,2867,2892,-3523,-3477,2854,91,-124,-126,91,1111,5
10287,4,2867,-3535,-3535,2867,2896,-3523,-3571,2817,91,-124,-126,91,1111,5
10297,4,2867,-3535,-3535,2867,2892,-3641,-3596,2904,91,-124,-126,91,1111,5
10307,4,2867,-3535,-3535,2867,2943,-3634,-3584,2901,91,-124,-126,91,1111,5
10318,4,2867,-3535,-3535,2867,2987,-3655,-3555,2953,91,-124,-126,91,1111,5
10328,4,2867,-3535,-3535,2867,2791,-3680,-3718,2953,91,-124,-126,91,1111,5
10338,4,2867,-3535,-3535,2867,2905,-3723,-3784,3004,91,-124,-126,91,1111,5
10348,4,2867,-3535,-3535,2867,3071,-3745,-3770,2992,91,-124,-126,91,1111,5
10358,4,2867,-3535,-3535,2867,2722,-3753,-3789,2937,91,-124,-126,91,1111,5
10368,4,2867,-3535,-3535,2867,2681,-3596,-3407,2951,91,-124,-126,91,1111,5
10378,4,2867,-3535,-3535,2867,2856,-3466,-3477,2974,91,-124,-126,91,1111,5
10388,4,2867,-3535,-3535,2867,2710,-3313,-3375,3033,91,-124,-126,91,1111,5
10398,4,2867,-3535,-3535,2867,2747,-3393,-3307,3020,91,-124,-126,91,1111,5
10408,4,2867,-3535,-3535,2867,2426,-3448,-3181,3009,91,-124,-126,91,1111,5
10418,4,2867,-3535,-3535,2867,2793,-3302,-3207,2822,91,-124,-126,91,1111,5
10428,4,2867,-3535,-3535,2867,2899,-3450,-3291,2732,91,-124,-126,91,1111,5
10438,4,2867,-3535,-3535,2867,2882,-3423,-3463,2493,91,-124,-126,91,1111,5
10448,4,2867,-3535,-3535,2867,2941,-3509,-3507,2664,91,-124,-126,91,1111,5
10458,4,2867,-3535,-3535,2867,2905,-3670,-3488,2749,91,-124,-126,91,1111,5
10468,4,2867,-3535,-3535,2867,2928,-3677,-3557,2717,91,-124,-126,91,1111,5
10478,4,2867,-3535,-3535,2867,2907,-3561,-3532,2796,91,-124,-126,91,1111,5
10488,4,2867,-3535,-3535,2867,2858,-3657,-3539,2845,91,-124,-126,91,1111,5
10498,4,2867,-3535,-3535,2867,3017,-3566,-3602,2814,91,-124,-126,91,1111,5
10508,4,2867,-3535,-3535,2867,2915,-3696,-3718,2859,91,-124,-126,91,1111,5
10518,4,2867,-3535,-3535,2867,2818,-3720,-3745,2880,91,-124,-126,91,1111,5
10528,4,2867,-3535,-3535,2867,2984,-3959,-3832,2901,91,-124,-126,91,1111,5
10538,4,2867,-3535,-3535,2867,2879,-3805,-3780,2888,91,-124,-126,91,1111,5
10548,4,2867,-3535,-3535,2867,2957,-3528,-3562,2995,91,-124,-126,91,1111,5
10558,4,2867,-3535,-3535,2867,2871,-3443,-3439,3018,91,-124,-126,91,1111,5
10568,4,2867,-3535,-3535,2867,2843,-3475,-3441,3000,91,-124,-126,91,1111,5
10578,4,2867,-3535,-3535,2867,2824,-3279,-3230,2984,91,-124,-126,91,1111,5
10588,4,2867,-3535,-3535,2867,2751,-3357,-3170,2943,91,-124,-126,91,1111,5
10598,4,2867,-3535,-3535,2867,2864,-3389,-3218,2958,91,-124,-126,91,1111,5
10608,4,2867,-3535,-3535,2867,2803,-3530,-3268,2949,91,-124,-126,91,1111,5
10618,4,2867,-3535,-3535,2867,2765,-3448,-3484,2962,91,-124,-126,91,1111,5
10628,4,2867,-3535,-3535,2867,2422,-3505,-3487,3013,91,-124,-126,91,1111,5
10638,4,2867,-3535,-3535,2867,2667,-3498,-3537,2939,91,-124,-126,91,1111,5
10648,4,2867,-3535,-3535,2867,2860,-3482,-3639,2809,91,-124,-126,91,1111,5
10658,4,2867,-3535,-3535,2867,2903,-3682,-3530,2454,91,-124,-126,91,1111,5
10668,4,2867,-3535,-3535,2867,2935,-3668,-3566,2642,91,-124,-126,91,1111,5
10678,4,2867,-3535,-3535,2867,2972,-3689,-3637,2796,91,-124,-126,91,1111,5
10688,4,2867,-3535,-3535,2867,2957,-3713,-3673,2712,91,-124,-126,91,1111,5
10698,4,2867,-3535,-3535,2867,2825,-3773,-3668,2768,91,-124,-126,91,1111,5
10708,4,2867,-3535,-3535,2867,2883,-3802,-3814,2820,91,-124,-126,91,1111,5
10718,4,2867,-3535,-3535,2867,2889,-3857,-3825,2826,91,-124,-126,91,1111,5
10728,4,2867,-3535,-3535,2867,2967,-3314,-3418,2934,91,-124,-126,91,1111,5
10738,4,2867,-3535,-3535,2867,2943,-3416,-3409,2882,91,-124,-126,91,1111,5
10748,4,2867,-3535,-3535,2867,2884,-3248,-3355,2874,91,-124,-126,91,1111,5
10758,4,2867,-3535,-3535,2867,2955,-3445,-3223,2935,91,-124,-126,91,1111,5
10768,4,2867,-3535,-3535,2867,2955,-3375,-3232,3009,91,-124,-126,91,1111,5
10778,4,2867,-3535,-3535,2867,2873,-3623,-3213,2972,91,-124,-126,91,1111,5
10788,4,2867,-3535,-3535,2867,2737,-3166,-3289,2982,91,-124,-126,91,1111,5
10798,4,2867,-3535,-3535,2867,2805,-3382,-3398,2942,91,-124,-126,91,1111,5
10808,4,2867,-3535,-3535,2867,2716,-3491,-3487,2955,91,-124,-126,91,1111,5
10818,4,2867,-3535,-3535,2867,2742,-3530,-3405,2950,91,-124,-126,91,1111,5
10828,4,2867,-3535,-3535,2867,2823,-3568,-3500,2963,91,-124,-126,91,1111,5
10838,4,2867,-3535,-3535,2867,2839,-3566,-3520,2901,91,-124,-126,91,1111,5
10848,4,2867,-3535,-3535,2867,2409,-3659,-3534,2970,91,-124,-126,91,1111,5
10858,4,2867,-3535,-3535,2867,2589,-3884,-3664,3012,91,-124,-126,91,1111,5
10868,4,2867,-3535,-3535,2867,2789,-3684,-3677,2926,91,-124,-126,91,1111,5
10878,4,2867,-3535,-3535,2867,2937,-3818,-3807,2481,91,-124,-126,91,1111,5
10888,4,2867,-3535,-3535,2867,2909,-3666,-3821,2624,91,-124,-126,91,1111,5
10898,4,2867,-3535,-3535,2867,2924,-3659,-3846,2749,91,-124,-126,91,1111,5
10908,4,2867,-3535,-3535,2867,2981,-3443,-3391,2707,91,-124,-126,91,1111,5
10918,4,2867,-3535,-3535,2867,2810,-3525,-3511,2771,91,-124,-126,91,1111,5
10928,4,2867,-3535,-3535,2867,2878,-3296,-3357,2826,91,-124,-126,91,1111,5
10938,4,2867,-3535,-3535,2867,2966,-3370,-3277,2818,91,-124,-126,91,1111,5
10948,4,2867,-3535,-3535,2867,2918,-3357,-3207,2856,91,-124,-126,91,1111,5
10958,4,2867,-3535,-3535,2867,2946,-3330,-3330,2873,91,-124,-126,91,1111,5
10968,4,2867,-3535,-3535,2867,2981,-3466,-3307,2895,91,-124,-126,91,1111,5
10978,4,2867,-3535,-3535,2867,2834,-3504,-3404,2921,91,-124,-126,91,1111,5
10988,4,2867,-3535,-3535,2867,2951,-3527,-3468,2983,91,-124,-126,91,1111,5
10998,4,2867,-3535,-3535,2867,2881,-3605,-3718,3068,91,-124,-126,91,1111,5
11008,5,2837,-3498,-3498,2837,2843,-3596,-3513,2855,90,-123,-125,90,1111,5
11018,5,2766,-3410,-3410,2766,2745,-3643,-3484,2983,88,-120,-122,88,1111,5
11028,5,2639,-3253,-3253,2639,2676,-3591,-3546,2987,84,-114,-116,84,1111,5
11038,5,2460,-3033,-3033,2460,2622,-3587,-3602,2864,78,-106,-108,78,1111,5
11048,5,2255,-2781,-2781,2255,2618,-3541,-3502,2876,72,-97,-99,72,1111,5
11058,5,1983,-2445,-2445,1983,2643,-3448,-3487,2691,63,-85,-87,64,1111,5
11068,5,1660,-2046,-2046,1660,2423,-3184,-3350,2592,53,-71,-72,54,1111,5
11078,5,1307,-1612,-1612,1307,3042,-2970,-2995,2364,42,-55,-56,43,1111,5
11088,5,998,-1231,-1231,998,3864,-2376,-2671,2126,32,-42,-43,33,1111,5
11098,5,697,-859,-859,697,2385,-2060,-2155,1717,22,-29,-30,23,1111,5
11108,5,446,-550,-550,446,1542,-1844,-1623,1390,14,-18,-19,14,1111,5
11118,5,245,-302,-302,245,1130,-1398,-1335,18,7,-10,-10,8,1111,5
11128,5,93,-115,-115,93,851,-1016,-1008,835,3,-3,-4,3,1111,5
11138,5,0,0,0,0,504,-612,-704,477,0,0,0,0,1111,5
11148,5,0,0,0,0,266,-376,-353,276,0,0,0,0,1111,5
11158,5,0,0,0,0,146,-258,-123,158,0,0,0,0,1111,5
11168,5,0,0,0,0,6,-203,-42,114,0,0,0,0,1111,5
11178,5,0,0,0,0,14,-138,71,62,0,0,0,0,1111,5
11188,5,0,0,0,0,-17,-29,37,28,0,0,0,0,1111,5
11198,5,0,0,0,0,-18,9,64,57,0,0,0,0,1111,5
11208,5,0,0,0,0,-11,9,140,66,0,0,0,0,1111,5
11218,5,0,0,0,0,-14,-14,129,58,0,0,0,0,1111,5
11229,5,0,0,0,0,21,-8,63,45,0,0,0,0,1111,5
11239,5,0,0,0,0,25,14,35,77,0,0,0,0,1111,5
11249,5,0,0,0,0,-18,25,-29,45,0,0,0,0,1111,5
11259,5,0,0,0,0,19,17,14,38,0,0,0,0,1111,5
11269,5,0,0,0,0,-16,-21,-4,-4,0,0,0,0,1111,5
11279,5,0,0,0,0,-4,0,29,-24,0,0,0,0,1111,5
11289,5,0,0,0,0,-22,42,-31,14,0,0,0,0,1111,5
11299,5,0,0,0,0,-22,-24,16,0,0,0,0,0,1111,5
11309,5,0,0,0,0,22,-79,-9,2,0,0,0,0,1111,5
11319,5,0,0,0,0,7,48,-1,6,0,0,0,0,1111,5
11329,5,0,0,0,0,32,33,31,-18,0,0,0,0,1111,5
11339,5,0,0,0,0,-11,16,-66,-11,0,0,0,0,1111,5
11349,5,0,0,0,0,16,-21,4,4,0,0,0,0,1111,5
11359,5,0,0,0,0,-42,-9,14,-8,0,0,0,0,1111,5
11369,5,0,0,0,0,26,17,-18,28,0,0,0,0,1111,5
11379,5,0,0,0,0,-6,-25,66,22,0,0,0,0,1111,5
11389,5,0,0,0,0,26,9,-21,2,0,0,0,0,1111,5
11399,5,0,0,0,0,0,-14,9,-3,0,0,0,0,1111,5
11409,5,0,0,0,0,-19,22,-1,17,0,0,0,0,1111,5
11419,5,0,0,0,0,2,-22,-39,-9,0,0,0,0,1111,5
11429,5,0,0,0,0,35,-14,22,1,0,0,0,0,1111,5
11439,5,0,0,0,0,-19,-65,-6,4,0,0,0,0,1111,5
11449,5,0,0,0,0,22,0,9,-13,0,0,0,0,1111,5
11459,5,0,0,0,0,3,11,-4,-26,0,0,0,0,1111,5
11469,5,0,0,0,0,-22,33,-9,11,0,0,0,0,1111,5
11479,5,0,0,0,0,32,47,-17,0,0,0,0,0,1111,5
11489,5,0,0,0,0,-28,2,39,11,0,0,0,0,1111,5
11499,5,0,0,0,0,-1,28,-29,14,0,0,0,0,1111,5
11509,5,0,0,0,0,3,-66,13,-17,0,0,0,0,1111,5
11519,5,0,0,0,0,14,33,1,-12,0,0,0,0,1111,5
11529,5,0,0,0,0,-36,1,-12,-13,0,0,0,0,1111,5
11539,5,0,0,0,0,2,-7,22,14,0,0,0,0,1111,5
11549,5,0,0,0,0,13,-3,14,-4,0,0,0,0,1111,5
11559,5,0,0,0,0,-11,-17,-19,-4,0,0,0,0,1111,5
11569,5,0,0,0,0,29,-4,-21,22,0,0,0,0,1111,5
11579,5,0,0,0,0,12,-2,-3,-12,0,0,0,0,1111,5
11589,5,0,0,0,0,12,12,36,13,0,0,0,0,1111,5
# rx_stall wheel=0 t=16915 SR=0x00D4 CR3=0x0041 NDTR=795 EN=1 RxState=0x22 Err=0x00
11599,5,0,0,0,0,-2,-4,32,13,0,0,0,0,1111,6
11609,5,0,0,0,0,0,0,19,-1,0,0,0,0,1111,6
11619,5,0,0,0,0,-19,4,0,19,0,0,0,0,1111,6
11629,5,0,0,0,0,53,-26,9,6,0,0,0,0,1111,6
11639,5,0,0,0,0,-3,9,-19,-4,0,0,0,0,1111,6
11649,5,0,0,0,0,18,11,-44,17,0,0,0,0,1111,6
11659,5,0,0,0,0,21,9,62,1,0,0,0,0,1111,6
11669,5,0,0,0,0,-19,-19,33,6,0,0,0,0,1111,6
11679,5,0,0,0,0,9,-9,-7,-4,0,0,0,0,1111,6
11689,5,0,0,0,0,-14,29,-2,9,0,0,0,0,1111,6
11699,5,0,0,0,0,14,4,-2,-12,0,0,0,0,1111,6
11709,5,0,0,0,0,-9,2,0,-26,0,0,0,0,1111,6
11719,5,0,0,0,0,19,-18,17,19,0,0,0,0,1111,6
11729,5,0,0,0,0,-7,11,-4,-29,0,0,0,0,1111,6
11739,5,0,0,0,0,-16,26,-37,14,0,0,0,0,1111,6
11749,5,0,0,0,0,-39,-4,-24,-6,0,0,0,0,1111,6
11759,5,0,0,0,0,39,-7,19,24,0,0,0,0,1111,6
11769,5,0,0,0,0,35,-8,24,-4,0,0,0,0,1111,6
11779,5,0,0,0,0,-53,-48,11,1,0,0,0,0,1111,6
11789,5,0,0,0,0,24,38,4,8,0,0,0,0,1111,6
11799,5,0,0,0,0,13,-11,9,7,0,0,0,0,1111,6
11809,5,0,0,0,0,18,-4,-14,12,0,0,0,0,1111,6
11819,5,0,0,0,0,-26,-11,11,-1,0,0,0,0,1111,6
11829,5,0,0,0,0,-19,22,-41,-2,0,0,0,0,1111,6
11839,5,0,0,0,0,18,19,-7,-4,0,0,0,0,1111,6
11849,5,0,0,0,0,6,-41,1,-9,0,0,0,0,1111,6
11859,5,0,0,0,0,-3,-3,-18,9,0,0,0,0,1111,6
11869,5,0,0,0,0,0,-11,12,0,0,0,0,0,1111,6
11879,5,0,0,0,0,-28,6,-16,-1,0,0,0,0,1111,6
11889,5,0,0,0,0,-14,7,17,4,0,0,0,0,1111,6
11899,5,0,0,0,0,19,-7,-14,6,0,0,0,0,1111,6
11909,5,0,0,0,0,6,1,7,0,0,0,0,0,1111,6
11919,5,0,0,0,0,55,-21,0,0,0,0,0,0,1111,6
11929,5,0,0,0,0,-9,0,7,1,0,0,0,0,1111,6
11939,5,0,0,0,0,-1,13,1,-12,0,0,0,0,1111,6
11949,5,0,0,0,0,4,-12,-16,17,0,0,0,0,1111,6
11959,5,0,0,0,0,-7,-18,-29,-1,0,0,0,0,1111,6
11969,5,0,0,0,0,-44,-252,6,2,0,0,0,0,1111,6
11979,5,0,0,0,0,0,52,-29,-14,0,0,0,0,1111,6
11989,5,0,0,0,0,14,21,13,8,0,0,0,0,1111,6
11999,5,0,0,0,0,14,-7,3,-7,0,0,0,0,1111,6
12009,6,-26,32,32,-26,-32,29,11,8,0,1,1,0,1111,6
12019,6,-94,116,116,-94,-2,-62,26,9,-3,3,3,-3,1111,6
12029,6,-220,271,271,-220,-19,33,18,-8,-7,8,9,-7,1111,6
12039,6,-380,469,469,-380,-41,38,-18,-9,-12,15,15,-12,1111,6
12049,6,-590,728,728,-590,-81,51,77,-70,-19,24,24,-19,1111,6
12059,6,-874,1077,1077,-874,-246,115,141,-116,-29,35,36,-28,1111,6
12069,6,-1187,1464,1464,-1187,-400,229,250,-239,-40,48,49,-38,1111,6
12079,6,-1534,1892,1892,-1534,-600,556,504,-274,-51,62,63,-49,1111,6
12089,6,-1839,2267,2267,-1839,-798,847,798,-231,-62,74,75,-59,1111,6
12099,6,-2143,2641,2641,-2143,-1205,1246,997,-812,-72,86,87,-68,1111,6
12109,6,-2399,2958,2958,-2399,-1481,1684,1352,-1237,-81,96,97,-76,1111,6
12119,6,-2608,3215,3215,-2608,-1335,1667,1935,-1582,-88,104,105,-83,1111,6
12129,6,-2755,3396,3396,-2755,-1809,2263,2521,-1808,-93,109,110,-88,1111,6
12139,6,-2867,3535,3535,-2867,-2046,2830,2891,-2068,-97,113,114,-91,1111,6
12149,6,-2867,3535,3535,-2867,-2387,3010,3112,-2229,-97,113,114,-91,1111,6
12159,6,-2867,3535,3535,-2867,-2604,3054,3411,-2468,-97,113,114,-91,1111,6
12169,6,-2867,3535,3535,-2867,-2630,3575,3518,-2310,-97,113,114,-91,1111,6
