# rx_stall wheel=1 t=47849 SR=0x00D4 CR3=0x0041 NDTR=703 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=48283 SR=0x00D4 CR3=0x0041 NDTR=839 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=50953 SR=0x0014 CR3=0x00C1 NDTR=862 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=51131 SR=0x00D4 CR3=0x0041 NDTR=127 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=52440 SR=0x00D4 CR3=0x0041 NDTR=796 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=52520 SR=0x00D4 CR3=0x0041 NDTR=643 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=52524 SR=0x00D6 CR3=0x0041 NDTR=670 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=53136 SR=0x00D4 CR3=0x0041 NDTR=261 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=53944 SR=0x00D4 CR3=0x0041 NDTR=972 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=54014 SR=0x0014 CR3=0x00C1 NDTR=933 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=55024 SR=0x0014 CR3=0x00C1 NDTR=598 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=57551 SR=0x00D4 CR3=0x0041 NDTR=746 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=59259 SR=0x00D4 CR3=0x0041 NDTR=299 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=60684 SR=0x00D4 CR3=0x0041 NDTR=322 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=60922 SR=0x00D4 CR3=0x0041 NDTR=227 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=61364 SR=0x00D4 CR3=0x0041 NDTR=709 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=61464 SR=0x00D4 CR3=0x0041 NDTR=943 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=62009 SR=0x00D4 CR3=0x0041 NDTR=490 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=62136 SR=0x00D4 CR3=0x0041 NDTR=23 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=62507 SR=0x0014 CR3=0x00C1 NDTR=734 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=62899 SR=0x00D4 CR3=0x0041 NDTR=546 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=64347 SR=0x00D4 CR3=0x0041 NDTR=858 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=65002 SR=0x00D4 CR3=0x0041 NDTR=559 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=66173 SR=0x00D4 CR3=0x0041 NDTR=210 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=67019 SR=0x0014 CR3=0x00C1 NDTR=783 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=67296 SR=0x0014 CR3=0x00C1 NDTR=369 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=67513 SR=0x00D4 CR3=0x0041 NDTR=743 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=71095 SR=0x00D4 CR3=0x0041 NDTR=225 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=71985 SR=0x00D4 CR3=0x0041 NDTR=904 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=72573 SR=0x00D4 CR3=0x0041 NDTR=391 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=74508 SR=0x00D4 CR3=0x0041 NDTR=497 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=74560 SR=0x00D4 CR3=0x0041 NDTR=947 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=74591 SR=0x00C4 CR3=0x0041 NDTR=346 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=74665 SR=0x00D4 CR3=0x0041 NDTR=316 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=74886 SR=0x00D4 CR3=0x0041 NDTR=797 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=75606 SR=0x00D4 CR3=0x0041 NDTR=749 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=75672 SR=0x00D4 CR3=0x0041 NDTR=168 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=75730 SR=0x00D4 CR3=0x0041 NDTR=691 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=75734 SR=0x00D4 CR3=0x0041 NDTR=1018 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=75782 SR=0x00D0 CR3=0x0041 NDTR=331 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=75796 SR=0x00C4 CR3=0x0041 NDTR=507 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=75819 SR=0x00D4 CR3=0x0041 NDTR=194 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=75852 SR=0x00D4 CR3=0x0041 NDTR=741 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=75919 SR=0x00D4 CR3=0x0041 NDTR=495 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=76080 SR=0x00D4 CR3=0x0041 NDTR=824 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=76185 SR=0x00D4 CR3=0x0041 NDTR=706 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=76864 SR=0x00D4 CR3=0x0041 NDTR=760 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=78088 SR=0x00D4 CR3=0x0041 NDTR=778 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=78653 SR=0x00D4 CR3=0x0041 NDTR=804 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=78693 SR=0x00D4 CR3=0x0041 NDTR=127 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=78959 SR=0x00D4 CR3=0x0041 NDTR=690 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=79078 SR=0x00D4 CR3=0x0041 NDTR=216 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=79485 SR=0x00D4 CR3=0x0041 NDTR=166 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=1 t=79521 SR=0x00D4 CR3=0x0041 NDTR=683 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=0 t=79725 SR=0x00D4 CR3=0x0041 NDTR=334 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=3 t=79944 SR=0x00D4 CR3=0x0041 NDTR=232 EN=1 RxState=0x22 Err=0x00
# rx_stall wheel=2 t=80064 SR=0x0014 CR3=0x00C1 NDTR=308 EN=1 RxState=0x22 Err=0x00
# TCS log: max_accel=1800 jerk=25000 accel_th=400 geom_th=1500 rot_th=450 [x100] margin=150 exit=100 [mm/s] n=997
t_ms,tcs_on,slip,target_vx,cmd_vx,odom_vx,odom_vy,ground_vx,ground_vy,a_odom_x_cm,a_imu_x_cm,accel_res_cm,geom_res_x10,rot_res_mrad,accel_gain_x1000,w0_x100,w1_x100,w2_x100,w3_x100,cmd_vy,cmd_w_mrad,gyro_mrad,t0_x100,t1_x100,t2_x100,t3_x100,rx_stall,rx_restart
4412,1,129,-2000,324,760,30,1280,14,-982,-617,365,-192,289,363,-2362,-1320,1312,2616,0,150,-16,-849,-728,803,924,0,0
4422,1,133,-2000,259,526,119,1219,38,-1759,-607,1152,-367,563,363,-1877,-498,163,2567,0,169,-102,-665,-569,653,750,0,0
4432,1,133,-2000,193,396,53,1136,56,-1421,-754,666,-521,304,363,-2039,282,-427,2353,0,168,-88,-487,-414,499,571,0,0
4442,1,129,-2000,128,312,17,1055,44,-1049,-778,271,-483,-277,363,-1935,337,-581,1839,0,159,-46,-310,-262,342,390,0,0
4452,1,129,-2000,62,414,-33,990,57,237,-695,-933,-296,859,363,-1617,45,535,1911,0,155,-12,-132,-109,186,210,0,0
4462,1,128,-2000,-2,481,-22,936,62,431,-598,-1029,-90,858,363,-1338,-643,1179,1682,0,153,1,45,44,32,31,0,0
4472,1,128,-2000,-68,348,9,874,52,-665,-617,47,-90,401,363,-1008,-502,694,1284,0,138,74,220,195,-125,-151,0,0
4482,1,133,-2000,-133,104,36,795,45,-1709,-733,975,-415,-10,363,-1080,720,-847,1264,0,129,100,396,347,-282,-332,0,0
4492,1,133,-2000,-199,-136,38,687,43,-2123,-963,1159,-703,14,363,-1009,2018,-2108,1248,0,114,169,572,497,-440,-514,0,0
4502,1,133,-2000,-264,-234,-1,583,48,-1396,-985,411,-669,689,363,-552,2450,-1968,1022,0,94,262,746,647,-599,-698,0,0
4512,1,129,-2000,-330,-243,91,510,45,-492,-818,-325,-558,50,363,-253,1839,-2072,800,0,67,344,918,794,-761,-884,0,0
4522,1,129,-2000,-395,-200,185,442,53,50,-744,-795,-244,1365,363,809,1070,-1083,760,0,52,356,1093,945,-919,-1067,0,0
4532,1,128,-2000,-461,-32,58,365,59,1117,-767,-1884,-107,1503,363,427,658,-22,708,0,50,319,1271,1099,-1074,-1246,0,0
4543,1,128,-2000,-526,49,36,290,48,798,-743,-1542,-40,339,363,37,87,117,481,0,32,416,1445,1249,-1232,-1429,0,0
4553,1,129,-2000,-592,-108,63,161,42,-685,-756,-70,-214,-124,363,32,705,-864,354,0,14,407,1619,1398,-1391,-1612,0,0
4563,1,129,-2000,-615,-365,58,-21,46,-1781,-810,0,-513,-550,363,7,1984,-2278,201,0,-2,516,1678,1449,-1450,-1680,0,0
4573,1,129,-2000,-437,-519,40,-210,51,-1576,-837,0,-636,-311,363,226,2790,-2807,106,0,-39,664,1184,1021,-1040,-1204,0,0
4583,1,129,-2000,-410,-497,52,-360,56,-457,-825,-368,-517,-334,363,473,2449,-2453,-34,0,-85,817,1100,947,-989,-1143,0,0
4593,1,129,-2000,-444,-293,36,-408,72,1038,-601,-1640,-181,-19,363,703,1273,-1009,-124,0,-131,895,1181,1015,-1081,-1247,0,0
4603,1,0,-2000,-503,-369,87,-380,93,-84,-202,-117,70,550,417,1702,863,-529,-618,0,-170,945,1332,1144,-1229,-1417,0,0
4613,1,0,-2000,-584,-448,35,-405,83,-454,-211,243,95,133,477,1807,1046,-595,-1051,0,-205,1105,1543,1325,-1427,-1646,0,0
4623,1,0,-2000,-599,-539,95,-486,97,-784,-510,273,38,983,335,2253,1470,-885,-857,0,-254,1081,1572,1348,-1475,-1699,0,0
4633,1,0,-2000,-630,-581,88,-579,116,-438,-669,-231,-75,238,395,1952,1707,-1408,-897,0,-284,1194,1650,1414,-1557,-1792,0,0
4643,1,0,-2000,-686,-601,149,-626,132,-216,-549,-333,52,430,455,2453,1348,-1229,-1058,0,-332,1216,1792,1535,-1701,-1958,0,0
4653,1,0,-2000,-768,-576,108,-637,115,-44,-409,-365,87,299,516,2345,1262,-1022,-1177,0,-369,1204,2007,1720,-1904,-2191,0,0
4663,1,0,-2000,-867,-602,93,-640,142,-137,-274,-136,64,58,576,2273,1348,-1173,-1296,0,-397,1176,2270,1946,-2144,-2468,0,0
4673,1,0,-2000,-915,-776,168,-679,159,-1141,-316,0,40,304,388,2888,1694,-1767,-1523,0,-419,1138,2395,2053,-2263,-2605,0,0
4683,1,132,-2000,-864,-894,207,-750,171,-1195,-544,650,-32,95,250,3095,2028,-2349,-1646,0,-443,1216,2249,1926,-2148,-2470,0,0
4693,1,128,-2000,-892,-907,206,-817,158,-461,-631,-170,-56,-384,250,2960,2001,-2556,-1757,0,-485,1216,2316,1983,-2226,-2559,0,0
4703,1,0,-2000,-943,-884,217,-856,183,-102,-430,-328,65,-22,310,3295,1735,-2112,-1812,0,-535,1321,2441,2089,-2357,-2709,0,0
4713,1,133,-2000,-1004,-994,260,-879,238,-739,-228,511,154,777,250,4039,1843,-2078,-2051,0,-550,1208,2603,2228,-2504,-2879,0,0
4723,1,133,-2000,-1050,-1174,245,-900,253,-1312,-232,1079,195,873,250,4611,2224,-2346,-2638,0,-577,1195,2723,2331,-2620,-3012,0,0
4733,1,128,-2000,-1064,-1174,191,-977,239,-528,-583,-54,96,752,250,4287,2584,-2474,-2539,0,-620,1276,2750,2353,-2663,-3061,0,0
4743,1,128,-2000,-1102,-1139,195,-1032,288,-10,-575,-564,93,825,250,4214,2522,-2384,-2408,0,-659,1292,2845,2433,-2762,-3174,0,0
4753,1,129,-2000,-1147,-1190,144,-1026,300,-368,-207,160,176,60,250,4258,2385,-2354,-2992,0,-703,1364,2956,2528,-2880,-3308,0,0
4763,1,133,-2000,-1191,-1313,119,-1041,303,-825,-215,609,226,-367,250,4587,2543,-2525,-3552,0,-759,1526,3063,2618,-2998,-3443,0,0
4773,1,128,-2000,-1205,-1312,136,-1098,334,-299,-473,-173,141,128,250,4571,2849,-2641,-3202,0,-815,1570,3086,2636,-3044,-3494,0,0
4783,1,128,-2000,-1243,-1302,91,-1161,354,-36,-591,-554,102,-139,250,4287,2935,-2697,-3264,0,-842,1483,3184,2719,-3141,-3605,0,0
4793,1,129,-2000,-1288,-1406,175,-1193,385,-725,-446,279,185,281,250,5010,2881,-2835,-3464,0,-878,1465,3298,2816,-3256,-3737,0,0
4803,1,133,-2000,-1333,-1543,139,-1205,399,-916,-278,637,269,-949,250,5162,2747,-3198,-4418,0,-898,1366,3416,2918,-3367,-3865,0,0
4813,1,129,-2000,-1378,-1484,133,-1232,407,37,-317,-355,220,-1697,250,4698,2559,-3348,-4350,0,-928,1374,3531,3016,-3480,-3995,0,0
4823,1,128,-2000,-1423,-1492,185,-1294,424,-89,-544,-455,105,-891,250,4732,2896,-3618,-3871,0,-948,1194,3649,3117,-3592,-4123,0,0
4833,1,132,-2000,-1468,-1667,152,-1347,436,-1087,-544,543,85,-482,250,5164,3496,-3939,-4305,0,-923,1033,3778,3230,-3692,-4240,0,0
4843,1,129,-2000,-1510,-1669,278,-1360,452,-492,-297,194,227,246,250,5878,3016,-3725,-4211,0,-932,958,3891,3326,-3793,-4357,0,0
4853,1,129,-2000,-1513,-1632,305,-1380,450,35,-293,-328,198,367,250,5776,2947,-3762,-3987,0,-945,877,3896,3331,-3804,-4369,0,0
4864,1,128,-2000,-1542,-1638,294,-1422,465,-119,-394,-274,84,546,250,5589,3327,-3975,-3720,0,-969,936,3969,3393,-3878,-4454,0,0
4874,1,132,-2000,-1587,-1809,309,-1465,498,-998,-437,560,18,1188,250,6091,4007,-4433,-3870,0,-990,883,4086,3493,-3988,-4581,0,0
4884,1,128,-2000,-1632,-1874,229,-1491,517,-666,-341,325,31,765,250,6041,4215,-4465,-4332,0,-1011,897,4204,3594,-4100,-4710,0,0
4894,1,128,-2000,-1651,-1753,285,-1501,537,511,-227,-738,105,137,250,5816,3459,-4286,-4208,0,-1035,897,4251,3634,-4152,-4769,0,0
4904,1,128,-2000,-1659,-1774,293,-1518,551,-65,-232,0,101,-238,250,5786,3405,-4459,-4336,0,-1057,895,4267,3647,-4176,-4796,0,0
4914,1,132,-2000,-1683,-1916,208,-1554,556,-883,-350,533,99,53,250,6096,4030,-4512,-4795,0,-1085,951,4325,3696,-4239,-4867,0,0
4924,1,128,-2000,-1727,-1894,162,-1599,576,-119,-434,-315,51,-439,250,5712,4075,-4602,-4851,0,-1111,918,4437,3792,-4348,-4993,0,0
4934,1,128,-2000,-1772,-1880,223,-1627,592,-54,-355,-301,146,-989,250,5862,3532,-4608,-5034,0,-1133,941,4555,3893,-4460,-5121,0,0
4944,1,129,-2000,-1783,-1967,269,-1640,575,-514,-271,0,203,-807,250,6340,3518,-4751,-5271,0,-1156,884,4579,3913,-4492,-5158,0,0
4954,1,133,-2000,-1809,-2071,179,-1672,588,-893,-328,564,178,-1221,250,6289,3928,-4955,-5786,0,-1166,857,4649,3973,-4556,-5232,0,0
4964,1,128,-2000,-1853,-2126,145,-1708,592,-562,-392,170,94,-876,250,6269,4416,-5137,-5746,0,-1184,807,4765,4073,-4665,-5357,0,0
4974,1,128,-2000,-1898,-1994,250,-1758,601,492,-444,-937,118,-260,250,6278,3918,-4896,-5118,0,-1191,666,4886,4177,-4773,-5482,0,0
4984,1,129,-2000,-1888,-2164,368,-1738,613,-884,-84,0,283,544,250,7492,3804,-4994,-5540,0,-1180,544,4860,4155,-4745,-5451,0,0
4994,1,129,-2000,-1875,-2273,386,-1731,642,-789,-32,0,229,1023,250,7815,4261,-5324,-5580,0,-1173,492,4828,4128,-4714,-5415,0,0
5004,1,128,-2000,-1892,-2104,291,-1782,639,664,-330,-995,78,-174,250,6550,4160,-5375,-5277,0,-1176,492,4872,4166,-4754,-5460,0,0
5014,1,128,-2000,-1932,-2062,315,-1824,608,471,-296,-767,113,-186,250,6536,3895,-5265,-5210,0,-1187,423,4979,4257,-4851,-5572,0,0
5024,1,128,-2000,-1975,-2144,278,-1897,547,-312,-130,182,82,-612,250,6518,4146,-5556,-5546,0,-1180,423,5098,4361,-4951,-5689,0,0
5034,1,128,-2000,-1999,-2145,226,-1992,470,-46,-242,-196,93,-285,250,6518,4320,-5333,-5600,0,-1188,393,5162,4415,-5010,-5756,0,0
5044,1,129,-2000,-2000,-2190,225,-2075,380,-270,-359,0,152,-332,250,6747,4262,-5310,-5865,0,-1193,368,5162,4415,-5012,-5759,0,0
5054,1,128,-2000,-2000,-2216,214,-2143,367,-234,-378,0,141,-468,250,6732,4337,-5412,-5977,0,-1195,340,5162,4415,-5012,-5759,0,0
5064,1,129,-2000,-2000,-2282,132,-2183,297,-602,-266,0,189,-1433,250,6607,4317,-5507,-6668,0,-1195,299,5162,4415,-5012,-5759,0,0
5074,1,129,-2000,-2000,-2456,-15,-2239,232,-1160,-100,0,264,-2092,250,6817,4750,-5521,-7724,0,-1221,399,5155,4408,-5019,-5766,0,0
5084,1,129,-2000,-2000,-2416,34,-2311,191,-152,-172,0,155,-1270,250,6778,5015,-5607,-7079,0,-1237,407,5151,4404,-5023,-5770,0,0
5094,1,0,-2000,-2000,-2361,114,-2357,144,204,-280,0,136,-526,280,6901,4902,-5555,-6579,0,-1227,296,5154,4407,-5020,-5767,0,0
5104,1,0,-2000,-2000,-2305,151,-2377,131,295,-349,0,82,-654,340,6654,4771,-5692,-6285,0,-1216,236,5156,4409,-5018,-5765,0,0
5114,1,0,-2000,-2000,-2258,180,-2372,133,423,-276,0,42,-945,400,6398,4590,-5848,-6119,0,-1199,126,5161,4414,-5014,-5761,0,0
5124,1,0,-2000,-2000,-2236,262,-2339,163,333,-99,0,110,-1160,460,6579,4112,-5885,-6107,0,-1195,95,5162,4415,-5012,-5759,0,0
5134,1,129,-2000,-2000,-2316,330,-2315,161,-480,28,0,226,-1162,478,7151,3834,-5966,-6462,0,-1183,14,5165,4418,-5009,-5756,0,0
5144,1,129,-2000,-2000,-2243,-226,-2324,149,88,-55,0,495,588,478,6882,4726,-3398,-7485,0,-1165,-66,5169,4422,-5005,-5752,0,0
5154,1,128,-2000,-2000,-2534,15,-2384,133,-1222,-409,0,139,-2162,478,6686,5028,-6227,-7750,0,-1156,-86,5171,4424,-5003,-5750,0,0
5164,1,129,-2000,-2000,-2348,121,-2399,123,486,-216,0,168,-1360,508,6608,4437,-5801,-6937,0,-1143,-223,5175,4428,-4999,-5746,0,0
5175,1,129,-2000,-2000,-2426,62,-2371,102,-351,89,0,237,-1597,508,6779,4512,-5753,-7486,0,-1106,-295,5184,4437,-4990,-5737,0,0
5185,1,129,-2000,-2000,-2539,-11,-2385,71,-771,-92,0,174,-1773,508,6776,5071,-6035,-7835,0,-1104,-259,5184,4437,-4990,-5737,0,0
5195,1,0,-2000,-2000,-2427,3,-2453,46,344,-453,0,64,-560,544,6529,5310,-5812,-7003,0,-1089,-411,5188,4441,-4986,-5733,0,0
5205,1,0,-2000,-2000,-2320,44,-2446,32,799,-232,0,97,-845,604,6276,4770,-5686,-6814,0,-1041,-569,5200,4453,-4974,-5721,0,0
5215,1,129,-2000,-2000,-2390,11,-2381,6,-239,168,0,201,-1648,634,6414,4543,-5727,-7500,0,-1002,-611,5210,4463,-4964,-5711,0,0
5225,1,129,-2000,-2000,-2469,-34,-2380,-28,-538,2,0,197,-1225,634,6619,4933,-5731,-7711,0,-976,-695,5216,4469,-4958,-5705,0,0
5235,1,0,-2000,-2000,-2478,-32,-2456,-64,-165,-407,0,117,-850,670,6510,5184,-5921,-7526,0,-941,-932,5225,4478,-4949,-5696,0,0
5245,1,129,-2000,-2000,-2437,-33,-2459,-72,127,-140,0,169,-1344,724,6332,4785,-5868,-7704,0,-876,-1141,5241,4494,-4933,-5680,0,0
5255,1,129,-2000,-2000,-2493,-146,-2408,-99,-196,195,0,374,-1882,724,6558,4528,-5373,-8654,0,-812,-1186,5257,4510,-4917,-5664,0,0
5265,1,129,-2000,-2000,-2475,-145,-2418,-159,52,-28,0,345,-1904,724,6432,4539,-5421,-8558,0,-766,-1234,5269,4522,-4905,-5652,0,0
5275,1,129,-2000,-2000,-2408,-124,-2473,-191,541,-344,0,196,-362,724,6310,5037,-5346,-7683,0,-724,-1432,5279,4532,-4895,-5642,0,0
5285,1,129,-2000,-2000,-2375,-154,-2490,-207,388,-204,0,183,-554,724,6090,5017,-5273,-7665,0,-664,-1414,5294,4547,-4880,-5627,0,0
5295,1,129,-2000,-2000,-2494,-211,-2440,-290,-646,193,0,269,-1632,724,6232,4959,-5466,-8543,0,-623,-1374,5305,4558,-4870,-5616,0,0
5305,1,129,-2000,-2000,-2531,-327,-2408,-317,-376,196,0,273,-2204,724,5960,5152,-5426,-9030,0,-592,-1429,5312,4566,-4862,-5609,0,0
5315,1,129,-2000,-2000,-2467,-229,-2457,-360,217,-247,0,206,-1219,724,6021,5126,-5480,-8334,0,-547,-1650,5324,4577,-4850,-5597,0,0
5325,1,129,-2000,-2000,-2445,-224,-2505,-432,71,-385,0,241,-740,724,6121,5058,-5278,-8263,0,-478,-1821,5341,4594,-4833,-5580,0,0
5335,1,129,-2000,-2000,-2451,-238,-2449,-456,31,116,0,223,-585,724,6096,5171,-5281,-8245,0,-402,-1885,5360,4613,-4814,-5561,0,0
5345,1,129,-2000,-2000,-2416,-221,-2426,-509,251,119,0,158,-242,724,5962,5276,-5331,-7908,0,-335,-1956,5377,4630,-4797,-5544,0,0
5355,1,129,-2000,-2000,-2401,-207,-2445,-573,93,-131,0,153,62,724,6012,5296,-5264,-7754,0,-272,-1956,5392,4645,-4782,-5529,0,0
5365,1,128,-2000,-2000,-2396,-222,-2490,-599,46,-384,0,129,-3,724,5902,5357,-5296,-7739,0,-216,-1970,5406,4659,-4768,-5515,0,0
5375,1,129,-2000,-2000,-2368,-326,-2477,-692,193,-158,0,221,108,724,5856,5343,-4724,-8025,0,-168,-1950,5418,4671,-4756,-5503,0,0
5385,1,129,-2000,-2000,-2356,-327,-2415,-735,66,218,0,329,-259,724,5937,4936,-4540,-8339,0,-107,-2036,5434,4687,-4740,-5487,0,0
5395,1,129,-2000,-2000,-2425,-316,-2383,-748,-367,187,0,315,409,724,6252,5243,-4631,-8338,0,-36,-2165,5451,4704,-4723,-5470,0,0
5405,1,129,-2000,-2000,-2338,-338,-2442,-816,528,-400,0,180,348,724,5664,5403,-4726,-7879,0,27,-2188,5468,4721,-4707,-5454,0,0
5415,1,128,-2000,-2000,-2232,-377,-2424,-829,762,-141,0,106,238,724,5118,5403,-4594,-7529,0,84,-2176,5482,4735,-4692,-5439,0,0
5425,1,129,-2000,-2000,-2295,-379,-2380,-893,-76,97,0,157,419,724,5451,5487,-4555,-7754,0,133,-2128,5494,4747,-4680,-5427,0,0
5435,1,129,-2000,-2000,-2323,-347,-2359,-959,-147,42,0,188,384,724,5661,5408,-4614,-7831,0,176,-2069,5505,4758,-4669,-5416,0,0
5445,1,129,-2000,-2000,-2313,-374,-2360,-963,69,-117,0,197,638,724,5676,5501,-4428,-7797,0,218,-2020,5515,4768,-4659,-5406,0,0
5455,1,129,-2000,-2000,-2341,-453,-2342,-991,-190,-36,0,156,353,724,5474,5812,-4453,-7983,0,244,-1907,5522,4775,-4652,-5399,0,0
5465,1,129,-2000,-2000,-2383,-399,-2291,-1060,-395,190,0,237,650,724,5937,5661,-4403,-8090,0,287,-1901,5532,4785,-4642,-5389,0,0
5475,1,129,-2000,-2000,-2368,-375,-2276,-1067,-6,4,0,197,1179,724,5967,5778,-4414,-7811,0,344,-1995,5547,4800,-4627,-5374,0,0
5485,1,129,-2000,-2000,-2274,-454,-2289,-1104,586,-204,0,164,584,724,5355,5687,-4220,-7765,0,394,-1932,5559,4812,-4615,-5362,0,0
5495,1,128,-2000,-2000,-2233,-334,-2271,-1167,421,-72,0,138,661,724,5435,5394,-4451,-7351,0,440,-1932,5571,4824,-4603,-5350,0,0
5506,1,129,-2000,-2000,-2287,-339,-2209,-1158,-162,216,0,236,1326,724,5919,5428,-4187,-7581,0,498,-2049,5585,4838,-4589,-5336,0,0
5516,1,129,-2000,-2000,-2326,-368,-2158,-1158,-153,230,0,256,2327,724,6260,5784,-3916,-7542,0,560,-2068,5601,4854,-4573,-5320,0,0
5526,1,128,-2000,-2000,-2190,-496,-2184,-1238,634,-267,0,121,366,724,4905,5644,-4078,-7576,0,604,-1914,5612,4865,-4562,-5309,0,0
5536,1,129,-2000,-2000,-2186,-401,-2219,-1274,217,-407,0,182,306,724,5230,5286,-4120,-7493,0,627,-1760,5617,4870,-4557,-5304,0,0
5546,1,129,-2000,-2000,-2243,-347,-2177,-1208,-267,29,0,300,1739,724,6117,5376,-3709,-7417,0,638,-1682,5620,4873,-4554,-5301,0,0
5556,1,129,-2000,-2000,-2284,-331,-2107,-1034,-387,559,0,303,2458,724,6429,5594,-3675,-7343,0,682,-1748,5631,4884,-4543,-5290,0,0
5566,1,129,-2000,-2000,-2341,-243,-2115,-920,-456,392,0,219,1930,724,6415,5568,-4383,-7308,0,737,-1855,5645,4898,-4529,-5276,0,0
5576,1,129,-2000,-2000,-2194,-171,-2221,-718,852,-394,0,170,870,724,5812,4941,-4562,-6897,0,778,-1730,5655,4908,-4519,-5266,0,0
5586,1,128,-2000,-2000,-2044,-349,-2232,-582,1090,-483,0,133,160,724,4871,4987,-3991,-6860,0,812,-1465,5664,4917,-4510,-5257,0,0
5596,1,128,-2000,-2000,-2019,-453,-2132,-570,534,78,0,117,1227,724,4857,5500,-3439,-6672,0,801,-1385,5661,4914,-4513,-5260,0,0
5606,1,129,-2000,-2000,-2112,-342,-2057,-534,-282,407,0,205,2536,724,5815,5537,-3402,-6600,0,826,-1490,5667,4920,-4507,-5254,0,0
5616,1,129,-2000,-2000,-2124,-205,-2056,-463,-147,222,0,262,1985,724,6100,4975,-3739,-6622,0,874,-1456,5679,4932,-4495,-5242,0,0
5626,1,129,-2000,-2000,-2100,-283,-2111,-416,105,-240,0,151,9,724,5227,4956,-4199,-6890,0,909,-1169,5688,4941,-4486,-5233,0,0
5636,1,0,-2000,-2000,-2066,-465,-2153,-397,242,-416,0,92,148,778,4734,5525,-3759,-6943,0,900,-1008,5686,4939,-4488,-5235,0,0
5646,1,0,-2000,-2000,-2048,-430,-2057,-421,91,242,0,83,1162,838,4961,5650,-3595,-6583,0,876,-1113,5680,4933,-4494,-5241,0,0
5656,1,129,-2000,-2000,-2157,-256,-2033,-431,-608,237,0,191,2230,868,6062,5469,-3755,-6535,0,921,-1218,5691,4944,-4483,-5230,0,0
5666,1,128,-2000,-2000,-2123,-291,-2046,-427,46,-30,0,131,1014,868,5506,5351,-4009,-6653,0,972,-1078,5704,4957,-4470,-5217,0,0
